pincode,season,rain_disruptions_3m,aqi_disruptions_3m,heat_disruptions_3m,avg_claim_rate,platform,shift_type,imd_red_alert,worker_claim_history,flood_vulnerability,risk_label,disruption_hours
400001,monsoon,2,0,5,0.253228188518257,zepto,evening,1,0.5926586478854466,0.8,1,3.918492902543666
500001,winter,2,6,6,0.4222011715952661,swiggy,evening,1,0.4949521337049916,0.4,1,2.9916784522296633
411001,winter,15,3,5,0.11961160683292898,swiggy,morning,0,0.945737959402294,0.5,1,4.0415585100424405
302001,post_monsoon,4,9,7,0.20760687834216535,zepto,night,1,0.7475746360541103,0.2,1,3.0707219788278555
560001,summer,9,1,1,0.30754564368499415,zepto,night,1,0.730542631496579,0.6,1,5.006085559643595
500001,post_monsoon,18,9,5,0.24059407573755126,blinkit,evening,1,0.04635326943427953,0.4,2,5.466888599580691
411001,summer,3,4,5,0.22975113328515873,swiggy,evening,0,0.5496696690036911,0.5,1,1.2675570955439721
110001,summer,18,5,2,0.1812548656610618,blinkit,morning,0,0.46699145390181485,0.3,1,3.295113649832305
380001,post_monsoon,10,8,7,0.29332316388746255,zepto,night,0,0.9278422666061945,0.3,1,2.99084029002927
600001,post_monsoon,1,3,7,0.31218634896180514,zepto,evening,0,0.25734198818953224,0.5,0,1.8064350718850646
302001,summer,9,1,6,0.3266447704506813,swiggy,morning,0,0.2698334532910943,0.2,1,2.118470891734052
600001,post_monsoon,10,4,2,0.03518405395301466,blinkit,evening,1,0.4113462488815004,0.5,1,4.617648823001028
302001,summer,19,2,2,0.31551708785602445,blinkit,morning,0,0.24336971340637603,0.2,1,3.226746021114894
700001,winter,15,1,0,0.4766185893906164,swiggy,night,1,0.1291839178087495,0.65,1,6.51663728531344
400001,post_monsoon,18,0,5,0.27049311776404183,swiggy,morning,0,0.8574148466508008,0.8,2,5.68444270928353
302001,winter,10,9,5,0.35763354125462216,blinkit,evening,0,0.5582765244039158,0.2,1,3.493101215430763
600001,monsoon,13,1,7,0.2783661538796089,zepto,evening,0,0.8613627189565668,0.5,2,3.704448146634648
700001,winter,1,5,5,0.42737030929598935,zepto,night,1,0.8311347654036959,0.65,1,4.294253161929716
302001,winter,4,7,4,0.46479154729878447,swiggy,night,1,0.2820423547896711,0.2,1,2.9974010571389456
110001,summer,4,2,2,0.09210994964817965,blinkit,evening,1,0.547737444324274,0.3,1,3.272179144112717
400001,winter,18,8,3,0.2184300182785633,blinkit,evening,0,0.08321770274007045,0.8,2,5.43006638998926
302001,post_monsoon,11,8,7,0.19619105046636065,blinkit,evening,0,0.9152518840307584,0.2,1,2.523363349689916
700001,summer,17,1,1,0.20260756164963933,zepto,night,0,0.4042627150651531,0.65,1,3.791255110379213
500001,monsoon,3,7,7,0.06276209061393795,zepto,evening,0,0.39367618388902137,0.4,1,2.5530357909800254
560034,post_monsoon,16,9,6,0.40680786299035965,blinkit,night,0,0.3027553706179532,0.7,2,5.4818358811148595
411001,monsoon,9,4,3,0.017883121507467625,blinkit,evening,0,0.4606637447107038,0.5,1,3.0985575610599096
560034,winter,19,3,6,0.26411330386357845,swiggy,morning,1,0.25175938654544805,0.7,2,6.5330967064560905
560034,post_monsoon,5,9,0,0.3309391940223456,swiggy,morning,1,0.37485227279680455,0.7,1,4.334946755641204
560001,post_monsoon,13,4,0,0.1037347190294386,blinkit,evening,0,0.7999470485848819,0.6,1,4.27819977962192
110001,monsoon,10,3,6,0.4529250960493978,blinkit,morning,1,0.8342555035851719,0.3,2,4.042229968551821
500001,post_monsoon,10,7,5,0.41927460351239654,zepto,night,1,0.30418247762851613,0.4,1,5.347998605206818
380001,post_monsoon,17,3,3,0.23554186474196265,blinkit,morning,1,0.4690144305527879,0.3,1,5.323105677948793
302001,post_monsoon,17,9,5,0.20557446617006936,swiggy,morning,0,0.8738197762800523,0.2,1,4.402891942602015
411001,winter,10,5,7,0.11828396260555002,zepto,night,0,0.052673331829697134,0.5,1,3.4963798007029268
400001,monsoon,11,1,4,0.3649966123224818,swiggy,morning,0,0.8891449619957854,0.8,2,4.240838936077798
500001,post_monsoon,4,4,0,0.06587189981598207,swiggy,morning,0,0.2191843456523317,0.4,0,2.66556313884392
600001,summer,8,5,0,0.3401188769218915,zepto,evening,1,0.6785392442143758,0.5,1,4.603805367830795
380001,summer,8,4,3,0.4212284930592068,swiggy,night,0,0.5825516963846002,0.3,1,2.7359274441007484
560001,summer,9,1,0,0.11423578795851186,blinkit,night,0,0.5529407481892521,0.6,1,3.0282377925998
560001,summer,18,6,4,0.4332137014493781,swiggy,evening,0,0.8593602247528214,0.6,2,5.034446545187749
500001,winter,0,3,4,0.016661599719754228,zepto,evening,1,0.10157214364466127,0.4,0,3.7967619993047412
700001,post_monsoon,6,7,4,0.4563936926932627,zepto,morning,1,0.34702802532563604,0.65,1,5.370253340978547
560034,monsoon,3,6,1,0.05918111392564901,zepto,morning,1,0.5382527463447656,0.7,2,4.379270545698176
600001,post_monsoon,0,6,4,0.3228795889690163,swiggy,morning,1,0.8112888539460398,0.5,1,3.811459580113626
560001,winter,14,8,4,0.1250412344569709,blinkit,evening,1,0.2164430834116715,0.6,2,5.560009363187103
411001,summer,7,0,1,0.4182761955848069,zepto,night,0,0.8029298413742763,0.5,1,2.439403892690384
560001,winter,11,9,5,0.25615018045773325,blinkit,morning,1,0.39963848249393574,0.6,2,5.373287849588748
400001,post_monsoon,17,5,7,0.06762059562325068,zepto,evening,1,0.1889138564336954,0.8,2,7.175953098816668
302001,monsoon,14,5,2,0.2854957856629892,blinkit,night,0,0.7589864404434826,0.2,1,3.1055342141659033
560001,winter,16,5,0,0.20394130509849157,blinkit,evening,0,0.09089890147454782,0.6,1,4.8417392377882535
400001,monsoon,13,5,4,0.3307239083065506,blinkit,morning,0,0.5147673740754429,0.8,2,5.237089759271614
500001,winter,13,9,0,0.44095164238172974,zepto,evening,1,0.06387578386188841,0.4,1,5.319892870461476
500001,monsoon,17,6,3,0.20469456559170923,swiggy,evening,0,0.35641785515778757,0.4,2,4.137757841732919
380001,monsoon,19,9,0,0.14494033976692983,swiggy,evening,1,0.6010767990063927,0.3,2,6.1314814097004335
560001,summer,17,5,6,0.007257547263804398,swiggy,evening,0,0.5561155414872131,0.6,2,4.4197518628022685
411001,monsoon,15,0,5,0.28741951892993745,blinkit,night,1,0.4046554179046665,0.5,2,5.244393505908855
560001,summer,0,2,7,0.20113738371571677,zepto,morning,1,0.4290479939721157,0.6,1,3.5207813963167776
411001,post_monsoon,10,1,1,0.18732460950741436,blinkit,night,1,0.22676955335076654,0.5,1,4.714470107582273
110001,post_monsoon,14,5,0,0.09146766064210626,zepto,evening,1,0.4558825884241029,0.3,1,5.209775220956956
380001,summer,11,7,0,0.21502767259563715,blinkit,evening,0,0.9532548557208342,0.3,1,2.448441872034898
110001,summer,7,2,0,0.49222097679168414,zepto,morning,0,0.8504529177837904,0.3,0,1.5074392507176886
560001,winter,19,9,2,0.14887707683612217,zepto,morning,1,0.1452328690763438,0.6,2,6.466407873076169
380001,winter,5,7,2,0.2998522067040501,zepto,night,0,0.02978078732092093,0.3,0,2.3963040006132474
110001,winter,2,7,3,0.3882434406578334,blinkit,night,1,0.9335243127166306,0.3,1,3.2578120704596696
560034,post_monsoon,12,4,1,0.37457891158826584,swiggy,morning,0,0.5267497498807476,0.7,1,3.1661377159324764
560001,winter,12,7,0,0.16438714374629537,blinkit,night,0,0.5378378231493077,0.6,1,5.273522404236014
110001,monsoon,1,5,0,0.3054300417584252,blinkit,evening,1,0.7807179957065223,0.3,1,2.055515466127079
560034,monsoon,4,4,0,0.4356323426350786,zepto,evening,1,0.31468897387132655,0.7,1,4.615211840021238
560034,winter,16,8,0,0.007723713866538973,zepto,morning,0,0.48190756883600216,0.7,1,5.581686520882441
500001,monsoon,5,6,2,0.21786717842165382,swiggy,night,1,0.9686629131467376,0.4,2,3.69010651282539
560001,post_monsoon,1,7,5,0.11213670912095264,swiggy,evening,0,0.6721486869324071,0.6,1,2.9699798453307666
560034,monsoon,3,0,5,0.19431614519941948,zepto,morning,0,0.15374503199578593,0.7,1,2.0459112603075917
500001,post_monsoon,10,1,3,0.20799480398762082,swiggy,night,0,0.1332267479843533,0.4,1,2.885550700966339
110001,summer,7,7,6,0.3733354823933185,swiggy,evening,1,0.2042647583330054,0.3,1,3.0597265887542546
400001,summer,11,8,4,0.046910936197721576,zepto,night,1,0.7667116744207175,0.8,2,6.93661454564675
560001,summer,7,3,1,0.2562919515662552,blinkit,night,0,0.29537700384061605,0.6,1,3.1504377931203105
380001,summer,10,9,5,0.28209739589937266,swiggy,night,1,0.021388846675079787,0.3,1,4.00264379772859
411001,monsoon,19,9,6,0.2470788017759022,zepto,morning,1,0.9441743635056619,0.5,2,7.064377157263923
411001,winter,7,8,7,0.36593662653136005,swiggy,evening,0,0.16971341639491067,0.5,1,4.166076121922647
110001,monsoon,7,3,7,0.1918956279534237,swiggy,morning,1,0.009558186148068581,0.3,1,3.2867947677030904
700001,post_monsoon,16,9,0,0.47248353182003805,zepto,evening,1,0.23713160238332298,0.65,2,6.644894029051751
700001,monsoon,19,9,7,0.24090172126947068,swiggy,evening,0,0.2350287871181337,0.65,2,5.442588051819636
110001,monsoon,19,9,5,0.2856069548073988,swiggy,morning,1,0.42200525084572305,0.3,2,5.764891542634338
560034,post_monsoon,15,8,3,0.4127654116733747,swiggy,morning,0,0.9203898315000368,0.7,2,4.712218949783368
560001,summer,13,6,4,0.13761805296556123,blinkit,evening,1,0.8791849177790979,0.6,2,5.526770895239845
411001,summer,10,1,5,0.03760101438140123,blinkit,evening,1,0.4568945549824279,0.5,1,4.303809769756312
411001,summer,6,8,3,0.35389198918124126,swiggy,evening,0,0.4108999049918065,0.5,1,3.0217682930984786
560034,winter,15,3,7,0.24150592777418933,zepto,night,0,0.5550090864748513,0.7,2,4.435461674514786
411001,post_monsoon,12,7,2,0.4482521254794974,swiggy,evening,1,0.24345401197176575,0.5,1,5.880585506536833
380001,post_monsoon,14,6,4,0.49134002436121704,swiggy,morning,0,0.05218499196636284,0.3,1,3.9359381582462993
560001,monsoon,15,6,3,0.1995546752873646,blinkit,morning,0,0.9392241361712067,0.6,2,3.8832496945940123
302001,winter,8,7,6,0.20771950812983042,blinkit,morning,1,0.18669898487717274,0.2,1,3.703204820304718
411001,summer,2,0,5,0.20398130110286322,blinkit,evening,0,0.1984007292457164,0.5,0,2.4252786232552
110001,winter,18,4,2,0.16227705486546307,swiggy,evening,1,0.4724603288539476,0.3,2,5.647012479805458
380001,post_monsoon,19,1,6,0.3908435488831987,swiggy,night,1,0.4916133448403307,0.3,2,5.517235352529243
411001,post_monsoon,4,1,3,0.3794978812453638,zepto,night,0,0.018434209700741944,0.5,0,2.319489209031881
380001,monsoon,9,0,3,0.23932243527526242,swiggy,morning,1,0.1479547387739707,0.3,1,3.619169456978771
500001,monsoon,16,4,7,0.022330608189449375,swiggy,night,0,0.37815481856074173,0.4,2,3.9794761046801166
302001,post_monsoon,14,1,6,0.1547796507565367,blinkit,night,1,0.6837306935105391,0.2,1,4.098050544567794
600001,summer,7,3,5,0.14615152327741876,blinkit,morning,0,0.22841845683193585,0.5,1,3.2778676259880952
110001,summer,14,2,4,0.4055436231001292,blinkit,evening,0,0.42301444624176265,0.3,1,3.002610871623159
110001,winter,13,2,2,0.04378778670808736,blinkit,night,1,0.5573450647164668,0.3,1,4.493521767385444
560001,post_monsoon,19,1,7,0.40283768952135207,blinkit,evening,0,0.888592494623292,0.6,2,5.1176687266262535
380001,post_monsoon,6,5,0,0.3345918260995715,zepto,morning,0,0.3260705023271233,0.3,0,2.136103998036415
560034,summer,11,1,1,0.3662207295652246,zepto,morning,0,0.13355826586348352,0.7,1,3.8146399755498934
110001,summer,16,7,4,0.21610659379251174,zepto,night,1,0.4892722258976082,0.3,2,5.320901004356112
380001,post_monsoon,16,7,7,0.3398628980008791,blinkit,morning,1,0.7467216016840621,0.3,2,5.455332538271794
380001,monsoon,9,4,2,0.3045144723534579,blinkit,morning,0,0.10985975705273343,0.3,1,2.487838979544902
400001,post_monsoon,18,9,6,0.38449009761431474,blinkit,morning,0,0.4246834916969604,0.8,2,5.732071636715301
400001,post_monsoon,13,6,3,0.22338491723412607,zepto,night,1,0.017785141262483428,0.8,2,6.096023534682049
600001,summer,10,3,6,0.2364128124481512,blinkit,night,1,0.033559181647251135,0.5,1,4.7137746189858545
500001,summer,1,0,7,0.3217881113699101,zepto,night,1,0.4829533632166656,0.4,1,3.3591191055493184
600001,monsoon,17,1,2,0.05403874683319415,blinkit,morning,0,0.29819729815092944,0.5,2,4.461848533778988
411001,monsoon,6,9,6,0.21812222418215865,swiggy,evening,1,0.8451072990054121,0.5,2,4.0104091619144615
560034,winter,11,9,6,0.4859754226299028,zepto,morning,0,0.6021543061264543,0.7,1,4.435425253166698
411001,post_monsoon,1,3,1,0.018776160030022804,swiggy,night,1,0.45393296174299036,0.5,1,3.1308307155700565
700001,summer,19,0,5,0.1580023614331969,zepto,evening,0,0.40793537105429634,0.65,1,4.018838419199987
411001,monsoon,17,7,7,0.15705490954468537,blinkit,evening,1,0.49724548018956327,0.5,2,6.387639264550408
560001,winter,5,8,1,0.3167320596178863,blinkit,night,0,0.04043883121266134,0.6,1,3.301954390415633
411001,winter,9,3,7,0.05290017971206995,swiggy,evening,1,0.8927933564206599,0.5,1,5.661471038153293
600001,summer,19,9,0,0.31427201543943056,blinkit,evening,1,0.9983031557339583,0.5,2,6.582989832881197
110001,summer,14,2,0,0.04752012032580971,zepto,night,0,0.18148712485869867,0.3,1,2.8119122175510567
110001,winter,4,1,1,0.047476823709165505,blinkit,evening,1,0.12038296477461974,0.3,0,2.6635308526713692
400001,monsoon,19,4,4,0.36409167859424113,blinkit,evening,1,0.14357746344859523,0.8,2,6.924204673376461
560034,winter,2,2,4,0.16206758691639817,zepto,night,1,0.6610270582343671,0.7,1,4.395163312220839
560034,post_monsoon,4,9,6,0.4887114738568739,swiggy,evening,1,0.6614408384507747,0.7,1,5.452434040898535
560001,post_monsoon,7,6,6,0.018676468217777464,swiggy,evening,0,0.8479241622784109,0.6,1,4.913078669259146
600001,summer,7,5,3,0.22255333185899706,blinkit,evening,0,0.7518263884262533,0.5,1,2.446709235646261
400001,monsoon,7,0,0,0.05656796883701182,zepto,evening,1,0.44968967336933974,0.8,2,4.993117437648598
700001,monsoon,11,7,7,0.17568948337905432,swiggy,night,0,0.6128553615653188,0.65,2,3.957859231787147
560034,post_monsoon,7,1,3,0.4991112253045253,swiggy,morning,0,0.6882846703680079,0.7,1,3.425249885895699
110001,winter,10,4,0,0.4444212558692659,blinkit,morning,0,0.5127364702852252,0.3,1,3.4915785845667333
411001,summer,13,8,1,0.024162204427698453,zepto,evening,0,0.47565098445163667,0.5,1,4.681055689516867
411001,winter,7,7,4,0.2816279219128417,swiggy,night,0,0.6450974456426533,0.5,1,2.6461977462167696
400001,winter,9,1,6,0.32391115241221785,blinkit,night,1,0.5574745489756537,0.8,1,5.692328770501524
600001,winter,6,8,4,0.10476731197506284,blinkit,evening,0,0.6439423053359103,0.5,1,2.143324603380866
600001,monsoon,16,4,1,0.07255278669822512,blinkit,morning,1,0.6128547739633639,0.5,2,4.610040318909489
500001,post_monsoon,3,9,3,0.4521905673327617,blinkit,evening,0,0.7191965605136547,0.4,1,2.4254747194001567
302001,monsoon,12,5,3,0.4844082207416883,swiggy,night,1,0.6428035087828761,0.2,2,4.7053401121062315
560034,post_monsoon,3,2,2,0.4959464286598209,zepto,night,1,0.5197424864372673,0.7,1,4.42409842650899
600001,summer,4,2,6,0.39488088686731726,blinkit,morning,1,0.6817968112843865,0.5,1,4.752894117181334
110001,summer,3,9,6,0.33175103470262857,blinkit,night,0,0.44948196518542805,0.3,1,2.3046634914812247
400001,winter,17,7,7,0.17286512609649896,swiggy,night,0,0.24167122597260104,0.8,2,5.596570649605447
700001,post_monsoon,5,9,6,0.08569915616237622,blinkit,night,1,0.0014182201339154599,0.65,1,5.677596420140626
500001,post_monsoon,1,9,0,0.03949029968311585,blinkit,morning,1,0.5599641471458432,0.4,1,3.562933659254482
380001,post_monsoon,10,1,3,0.346648734275746,zepto,night,0,0.590655226608641,0.3,1,2.694374151795238
560001,winter,13,1,1,0.39236170758967914,blinkit,evening,0,0.9720489647757143,0.6,1,4.074488072210838
700001,winter,4,4,3,0.41322682622749,swiggy,morning,1,0.36147833409427554,0.65,1,3.9641159711300533
380001,summer,5,5,4,0.4568825016518993,zepto,evening,0,0.39413324282831175,0.3,1,2.3437333963817104
411001,monsoon,9,1,0,0.4399647818191868,swiggy,evening,0,0.20179958134219023,0.5,1,4.042513464322215
560001,post_monsoon,7,4,6,0.4998706361290463,zepto,morning,0,0.07053429523732191,0.6,1,3.818324853187773
560034,post_monsoon,13,6,7,0.12203200548362564,zepto,evening,0,0.7728044928617406,0.7,2,4.23035523164576
110001,monsoon,2,9,7,0.3816538076061053,blinkit,morning,0,0.24968106433932502,0.3,1,3.26932547027728
560001,post_monsoon,11,9,7,0.2932297561873988,blinkit,evening,0,0.6089048610300379,0.6,1,4.694634834562653
302001,winter,15,7,5,0.1306225662267912,blinkit,morning,1,0.6877730355454815,0.2,2,5.262124776487506
380001,winter,16,6,2,0.4909526611434714,swiggy,night,1,0.4712366872916477,0.3,1,5.351389220630959
560034,post_monsoon,0,7,0,0.44894905238712607,blinkit,night,1,0.8763521130271916,0.7,1,4.641352823873449
302001,winter,9,8,4,0.06425783422205822,blinkit,evening,1,0.44379484097972877,0.2,1,4.305892315664928
411001,winter,9,4,6,0.013079171161709924,zepto,night,1,0.2849086230417651,0.5,1,4.759822227980423
302001,post_monsoon,1,4,4,0.34416538116633844,blinkit,morning,1,0.8960155229616223,0.2,1,2.5834455682413187
500001,summer,8,9,4,0.30206531442826756,blinkit,evening,0,0.8615642842499565,0.4,1,3.7868834679695467
500001,monsoon,12,3,6,0.46790781205557297,blinkit,night,0,0.164039947076413,0.4,1,3.731469855621112
400001,winter,15,8,4,0.11700264358018492,blinkit,night,1,0.02596101835392095,0.8,2,6.875302893198788
700001,summer,17,4,7,0.042193973947493524,zepto,evening,1,0.08998555634962069,0.65,2,5.640507708222293
700001,winter,18,1,1,0.12960766688599323,blinkit,night,1,0.28654739855381706,0.65,2,6.2680330301911615
560034,winter,11,9,2,0.009463820255731725,zepto,night,0,0.9722598017417107,0.7,1,4.291061820210435
411001,monsoon,7,7,5,0.017946375594466213,swiggy,evening,0,0.558516153160825,0.5,1,3.0132103400909966
600001,winter,16,6,4,0.4574289029603798,blinkit,night,0,0.3732617320292688,0.5,1,4.437573790786666
500001,monsoon,14,7,4,0.17600829125093914,blinkit,night,0,0.8887160946127464,0.4,2,3.4698420049844794
560034,monsoon,9,2,3,0.20540450050484033,blinkit,night,1,0.45313633147849963,0.7,2,4.34485092224442
600001,monsoon,14,3,2,0.009185827269052205,zepto,night,1,0.3152386284010211,0.5,2,5.545986600033393
700001,summer,14,4,0,0.1352608900859233,blinkit,evening,1,0.9412195287456574,0.65,2,5.9634147654624075
400001,post_monsoon,6,5,2,0.4023629918707155,blinkit,morning,1,0.849517666192678,0.8,1,5.2942954605724175
302001,summer,12,0,2,0.3077454798333596,swiggy,morning,0,0.843668375419441,0.2,1,2.6553832942969566
500001,post_monsoon,16,3,6,0.37689030054320766,zepto,night,0,0.5122847430502131,0.4,1,3.570231063868446
560034,post_monsoon,8,9,6,0.22360687039689253,zepto,night,1,0.789438398815455,0.7,2,5.866236715541053
560001,monsoon,7,4,6,0.154864610875665,swiggy,morning,0,0.17935335926455187,0.6,1,3.9187110207863616
600001,winter,19,6,5,0.24140504666418516,zepto,night,0,0.5732229575562436,0.5,2,4.822647029564119
302001,monsoon,17,4,7,0.16153553420287559,blinkit,morning,0,0.9838459228475457,0.2,2,4.499691880483973
500001,winter,12,0,2,0.419485548337034,blinkit,evening,0,0.29095843051796166,0.4,1,3.0249972135601535
700001,post_monsoon,15,6,5,0.14883685779642286,swiggy,evening,1,0.7943523292476752,0.65,2,5.873810379070605
411001,monsoon,8,7,4,0.3298818202265419,zepto,evening,0,0.49047840720806724,0.5,1,3.82484201246419
600001,winter,11,6,6,0.06849111115476392,zepto,evening,1,0.03980568322208733,0.5,1,5.193719735426911
700001,summer,11,3,4,0.34343324686745497,zepto,evening,0,0.7630193978156674,0.65,1,4.42627524729917
500001,winter,5,7,6,0.4566498558000169,swiggy,evening,0,0.1685691443921128,0.4,1,2.856673144344102
600001,monsoon,18,4,1,0.30429157731995415,blinkit,morning,1,0.6314735671327502,0.5,2,5.936085515442997
302001,summer,6,9,5,0.2799276900172386,swiggy,night,1,0.0856641940469729,0.2,1,4.660507470671199
500001,winter,2,8,5,0.4805591340108201,blinkit,morning,0,0.9468673974959648,0.4,1,2.050314397840423
380001,winter,15,9,7,0.3136982776579232,swiggy,evening,0,0.2917238871803609,0.3,1,2.967190503076099
560034,winter,17,4,0,0.1297752166365413,blinkit,night,1,0.2264646916773949,0.7,2,6.990289835427174
302001,winter,15,0,3,0.1461955119238702,zepto,night,0,0.1291364040663343,0.2,1,3.024965997372221
600001,winter,6,8,2,0.3526533212679636,zepto,evening,0,0.9460021933390478,0.5,1,3.8418595938666096
411001,summer,3,4,0,0.36771829694609315,zepto,evening,1,0.7119037424413052,0.5,1,3.409163070820908
700001,post_monsoon,7,5,5,0.1517481158945076,swiggy,evening,0,0.7416608887180887,0.65,1,3.376424171294104
560001,summer,12,3,0,0.1726719889631651,swiggy,evening,0,0.4994045613802446,0.6,1,3.7199791130837747
700001,summer,12,5,1,0.4955282543695435,swiggy,evening,0,0.4747277852704834,0.65,1,4.71688103762496
600001,summer,16,7,3,0.05097627479013872,zepto,evening,0,0.11002124299147664,0.5,1,4.925425090006136
700001,post_monsoon,16,2,7,0.20232251422004965,blinkit,night,0,0.5598410955839918,0.65,1,4.6574001878585705
560034,monsoon,4,4,5,0.031223765598753728,zepto,evening,1,0.24691649510879043,0.7,2,4.710622351994383
500001,post_monsoon,5,1,5,0.4105391809991205,zepto,evening,0,0.9771453328004058,0.4,1,1.4745144189131316
560001,summer,18,1,2,0.04617291947271612,blinkit,night,1,0.7965809400151473,0.6,2,6.48434106844336
110001,winter,12,6,7,0.3370036782313556,blinkit,morning,1,0.4129920601928876,0.3,1,5.1945605117451
600001,winter,13,9,7,0.028241712001741026,blinkit,evening,0,0.15134125869153303,0.5,1,5.495553587309369
400001,summer,3,9,6,0.33642751890484557,blinkit,night,1,0.785331691138784,0.8,1,5.485392487197622
110001,winter,6,9,3,0.42151847346385163,zepto,night,0,0.12205376708131599,0.3,1,3.016229343074088
700001,summer,7,5,1,0.19941076346202868,swiggy,morning,1,0.1893337534970705,0.65,1,5.238800563831147
600001,winter,12,3,4,0.26106324671608844,zepto,evening,1,0.21152051774422742,0.5,1,4.75164761635061
380001,post_monsoon,5,4,0,0.20077086900264124,blinkit,evening,1,0.5568906382730944,0.3,1,4.174700714905425
400001,monsoon,5,0,7,0.15024437931631945,swiggy,evening,0,0.7870566539903663,0.8,1,3.1221269109380687
560001,monsoon,2,6,2,0.4016317003135641,swiggy,night,1,0.3143148787246922,0.6,1,4.103520573716649
411001,post_monsoon,2,7,5,0.13600128686549484,zepto,evening,1,0.08466981427528941,0.5,1,3.9325932371528007
380001,post_monsoon,12,8,4,0.3614717121947235,zepto,evening,1,0.4645384635244192,0.3,1,4.967028195833522
110001,summer,1,7,1,0.10309853962760113,zepto,evening,0,0.7481102411599355,0.3,0,1.5067954556664742
500001,summer,15,4,3,0.12492689803916479,swiggy,evening,0,0.2216638430873883,0.4,1,3.9576193065938505
560034,summer,5,2,7,0.16823058128860613,swiggy,morning,1,0.21992454803937422,0.7,1,4.501695757571564
411001,winter,7,9,0,0.2945781886968941,swiggy,morning,1,0.9472270273467108,0.5,1,4.859145303986599
380001,summer,7,8,7,0.22721115957977056,blinkit,morning,1,0.9541537271191779,0.3,1,4.494912477423249
500001,post_monsoon,5,5,2,0.3725724049139102,blinkit,evening,1,0.9904657320615764,0.4,1,3.987894343926934
500001,monsoon,13,4,7,0.10678365016809616,zepto,evening,0,0.8076596015747801,0.4,2,3.2729320268948388
600001,winter,2,2,7,0.005336143924417058,swiggy,night,0,0.18818416916794556,0.5,0,1.6182297064620679
380001,summer,9,5,7,0.38827873589261,zepto,night,0,0.21198152079926136,0.3,1,2.7992008334074345
560001,winter,2,2,5,0.4108246669400362,swiggy,night,1,0.340225241522392,0.6,1,3.426684080481538
700001,winter,11,9,5,0.029740081554194775,zepto,evening,0,0.31813253133349084,0.65,1,4.090694123974824
400001,summer,16,5,4,0.30545376107919825,blinkit,morning,1,0.9565277490780091,0.8,2,6.397761630964201
400001,winter,4,3,4,0.18910339193653897,swiggy,morning,1,0.7890739828816936,0.8,1,4.927492366238869
110001,monsoon,19,1,0,0.3969478275972584,blinkit,morning,1,0.7240087921615539,0.3,2,5.946771235502468
110001,post_monsoon,8,7,3,0.43720727709823926,swiggy,evening,0,0.18596322405813182,0.3,1,2.9738803241134453
400001,post_monsoon,19,3,1,0.42550188339862455,zepto,morning,1,0.9095255593623296,0.8,2,7.493410856213692
560001,monsoon,6,8,6,0.38860212367542607,swiggy,night,0,0.8278703795061738,0.6,2,3.4651490404410885
560034,winter,3,6,3,0.13452611437108147,blinkit,night,1,0.1636418413279237,0.7,1,4.721112600348191
302001,summer,12,1,3,0.40594482178415836,swiggy,morning,0,0.8711703319609725,0.2,1,3.326497834424325
700001,winter,12,3,3,0.26673923795314636,zepto,night,1,0.2722475363704713,0.65,1,5.964352493803505
560034,monsoon,9,4,6,0.02637830741604541,swiggy,morning,0,0.08086974583210604,0.7,2,4.318513365704422
600001,winter,17,2,0,0.22846942494912448,blinkit,morning,1,0.65682230651421,0.5,1,5.617897684833415
302001,post_monsoon,16,8,6,0.47107895851499665,zepto,night,0,0.6538046593843306,0.2,1,3.7973661116737576
302001,winter,19,4,0,0.44392967486777635,blinkit,night,1,0.09493200956561809,0.2,1,5.552832228599946
380001,monsoon,19,1,6,0.05113214049855802,swiggy,night,1,0.3188518089365824,0.3,2,5.046799118876531
560001,post_monsoon,12,2,1,0.3720633428571851,blinkit,night,1,0.9928144622555386,0.6,1,4.118410469479384
560001,winter,16,8,7,0.40289643297911737,swiggy,morning,0,0.6784266670087369,0.6,2,5.1982334858144235
302001,winter,3,6,3,0.1356940941183824,zepto,night,1,0.7300751666033292,0.2,1,3.630683244024964
380001,post_monsoon,0,1,7,0.23580428537054615,blinkit,night,1,0.21291728560430567,0.3,0,2.5276008768975915
700001,summer,0,8,0,0.35549397073184147,blinkit,evening,1,0.07878207100391432,0.65,1,3.9520462795934765
302001,post_monsoon,14,3,6,0.21952074441057395,swiggy,night,0,0.27690168974093765,0.2,1,2.8346519272786135
411001,summer,12,8,1,0.05639845943328847,blinkit,night,1,0.24889838519319196,0.5,1,4.585863479710604
110001,monsoon,16,1,6,0.3529412223408608,blinkit,morning,1,0.2345441007480531,0.3,2,4.733387006318799
110001,monsoon,7,9,7,0.45581934486765174,zepto,morning,0,0.19275432188703956,0.3,1,2.2924575964623504
560034,post_monsoon,17,3,5,0.3262423642030788,swiggy,evening,1,0.5747556906554043,0.7,2,6.100179188966263
600001,post_monsoon,12,4,1,0.38690037428451696,swiggy,night,0,0.32810347584182176,0.5,1,3.117158363174785
110001,monsoon,13,1,3,0.17918126782891425,zepto,night,1,0.8203450150475304,0.3,2,3.8095112827807363
500001,summer,7,9,2,0.09159912256331743,zepto,night,0,0.183947417847384,0.4,1,2.647943787620777
560034,monsoon,7,0,3,0.32138683080914626,swiggy,night,0,0.4646270708685445,0.7,1,3.4664093180545494
110001,post_monsoon,14,6,2,0.16388560292060944,zepto,night,0,0.013657836426079983,0.3,1,3.3451051355201322
